,mass_in[kt/month],total_mass_coast[kt],total_mass_surf[kt],total_mass_deep[kt],mass_removed_coast[kt/month],mass_removed_sinking[kt/month],mass_removed_frag[kt/month],mass_tot_l=1638.4mm[kt],mass_tot_l=819.2mm[kt],mass_tot_l=409.6mm[kt],mass_tot_l=204.8mm[kt],mass_tot_l=102.4mm[kt],mass_tot_l=51.2mm[kt],mass_tot_l=25.6mm[kt],mass_tot_l=12.8mm[kt],mass_tot_l=6.4mm[kt],mass_tot_l=3.2mm[kt],mass_tot_l=1.6mm[kt],mass_tot_l=0.8mm[kt],mass_tot_l=0.4mm[kt],mass_tot_l=0.2mm[kt],mass_tot_l=0.1mm[kt]
1980-01-01,7.009023515384506,1.1987915,3.4040768,2.401573,0.0,0.281542183356481,0.0,0.15672773,1.0553302,2.5962582,2.3335934,0.76634556,0.09194705,0.0040306477,6.4554435e-05,3.777398e-07,8.0757745e-10,6.3079137e-13,1.8001684e-16,1.8769833e-20,7.150285e-25,9.951827e-30
1980-02-01,6.846814841949747,2.2636292,6.521888,4.6228156,0.003880072486768925,0.4900390733691085,0.09111716,0.29540282,1.9913867,4.9101005,4.44486,1.5013295,0.21246208,0.028686915,0.011156304,0.005866439,0.003153578,0.0017070028,0.0009280582,0.0005060927,0.000276583,0.0001513946
1980-03-01,7.44154451422582,3.2886088,9.877747,6.839018,0.007326455313486596,0.6995896366187611,0.17208911,0.43474472,2.9337296,7.246736,6.601288,2.2823436,0.36373016,0.071340896,0.03263996,0.017665321,0.009628968,0.0052422592,0.0028547635,0.0015572469,0.00085109164,0.0004659186
1980-04-01,7.76465132954882,4.235714,13.313568,9.121509,0.010643618430355106,0.9144564579974325,0.25009277,0.57278365,3.8677115,9.567568,8.762369,3.0894449,0.5391418,0.1299569,0.0638903,0.03523919,0.019423092,0.010650534,0.005832059,0.0031970192,0.0017565851,0.0009666885
1980-05-01,7.891033546846183,5.0529265,16.615236,11.445211,0.013708625835023209,1.0824997415906759,0.32220668,0.7036525,4.753323,11.77293,10.833036,3.8852127,0.7301728,0.20190996,0.103833765,0.058159713,0.03237373,0.017872654,0.009842608,0.0054232646,0.0029945849,0.0016560304
1980-06-01,7.654610150707222,5.6697593,19.857107,13.507054,0.016353098543486214,1.2181874565404744,0.38448116,0.82113993,5.550157,13.7616625,12.71743,4.6312404,0.92652804,0.28349632,0.15065597,0.08552965,0.048028145,0.02668141,0.014773547,0.00818345,0.0045428323,0.0025253892
1980-07-01,7.87704077414189,6.2822104,23.090641,15.619085,0.018348968763504853,1.3587361452988465,0.4315378,0.93880093,6.3477836,15.751887,14.605982,5.3830996,1.1292962,0.37115833,0.20221289,0.116102025,0.06572212,0.036727585,0.02043817,0.011380027,0.0063486644,0.003546308
1980-08-01,8.127982065767636,6.8693695,26.196922,17.956379,0.020330622471738245,1.4615655545003987,0.47827044,1.0573086,7.1515756,17.757576,16.51098,6.1444736,1.338591,0.46433502,0.2580379,0.14963257,0.08531548,0.047940195,0.026803588,0.014992836,0.008401818,0.0047141733
1980-09-01,8.155430646895004,7.390325,29.18795,20.29237,0.022230422585757227,1.5784945756588182,0.52307916,1.171088,7.9233313,19.68504,18.34788,6.8882127,1.5509967,0.5623039,0.31759268,0.18578793,0.106586754,0.060170412,0.03378825,0.018980192,0.010682995,0.0060201883
1980-10-01,8.046398193553122,7.9352055,32.03484,22.51707,0.0239159169644315,1.6781442538934956,0.5628632,1.2790706,8.656419,21.517277,20.101667,7.607476,1.7644675,0.66443706,0.38058823,0.22451286,0.12951681,0.07341413,0.041384995,0.023328375,0.013182611,0.0074582044
1980-11-01,7.741471071973034,8.293812,34.94031,24.381363,0.025678777964777147,1.7332940835957287,0.60448676,1.3758209,9.313116,23.161713,21.687073,8.27419,1.9750453,0.76963645,0.4464674,0.2653321,0.15391257,0.087634966,0.049559355,0.027995292,0.01588245,0.009020759
1980-12-01,7.270426140461759,8.518667,37.410675,26.154573,0.026838856260977446,1.7788154466612085,0.63191676,1.4580303,9.872503,24.565311,23.05272,8.863751,2.1738007,0.8739471,0.51288986,0.3067325,0.1787519,0.10214511,0.057972956,0.032901604,0.018730024,0.010674702
1981-01-01,7.313776642358765,8.742324,39.58925,28.108864,0.02756609116630491,1.8380128786955185,0.6491631,1.5384902,10.419369,25.935984,24.382406,9.434356,2.3651865,0.97566736,0.5786611,0.3482298,0.203803,0.116847925,0.06650206,0.037838858,0.02160874,0.012355483
1981-02-01,7.144515117646926,9.034528,41.56278,30.010275,0.028289423962485082,1.9721979327465682,0.66632324,1.6149347,10.939088,27.238384,25.64933,9.981796,2.551917,1.0766875,0.6442943,0.3899762,0.229155,0.13178456,0.07525644,0.042971183,0.02459693,0.014097849
1981-03-01,7.765103702642105,9.368557,44.18024,31.579533,0.029234575884418,2.096436385303071,0.68870676,1.6998148,11.5156,28.679861,27.036211,10.562973,2.738572,1.175049,0.7085185,0.4311204,0.25432804,0.14672111,0.0841083,0.04821865,0.027670905,0.015902014
1981-04-01,8.102259238460938,9.821781,47.032486,33.14974,0.03031498409953712,2.2104856560153197,0.71430385,1.7921596,12.141817,30.244198,28.536474,11.185992,2.9340482,1.2769597,0.7755183,0.47437802,0.28079736,0.16241893,0.09336875,0.053668264,0.03090388,0.01782068
1981-05-01,8.234136568712449,10.155203,49.69476,34.964226,0.03178118267301234,2.265276265080945,0.74896073,1.8827839,12.756188,31.779236,30.011898,11.80245,3.131249,1.3810985,0.84405065,0.51865435,0.30800045,0.17862597,0.1030046,0.059384678,0.034304682,0.019845458
1981-06-01,7.987433456846317,10.294357,52.227406,36.719784,0.032859599170253447,2.3202764326195022,0.77451915,1.9648511,13.313605,33.174366,31.360197,12.375418,3.3216472,1.4841691,0.9122571,0.5632064,0.3354996,0.1950526,0.112785965,0.06521783,0.03780784,0.021947945
1981-07-01,8.219535388684756,10.559445,54.889874,38.41477,0.03330944524305151,2.376746463582039,0.78525186,2.0518517,13.903796,34.647877,32.775444,12.96578,3.5106494,1.5855544,0.97959197,0.60679895,0.36256623,0.21131001,0.122484356,0.071035214,0.04131377,0.024059406
1981-08-01,8.481387635758441,10.911187,57.362484,40.44952,0.03416684454177522,2.394985935444229,0.805573,2.1440396,14.529402,36.21007,34.268803,13.581285,3.7022355,1.6868895,1.047109,0.6507665,0.38992685,0.2277895,0.13235755,0.076966666,0.044892706,0.02622062
1981-09-01,8.510029684265564,11.171152,59.81352,42.461475,0.03530467663699863,2.438881305153511,0.8324884,2.2331815,15.134033,37.71987,35.716007,14.1823435,3.8936155,1.7890844,1.1149043,0.6948562,0.41738507,0.2443324,0.1423468,0.08303785,0.04856461,0.02844379
1981-10-01,8.396256487648293,11.483182,62.336956,44.29037,0.03614562829319797,2.4739953512936084,0.8523819,2.320221,15.725025,39.19685,37.13812,14.780058,4.089469,1.8957083,1.186029,0.7414642,0.4463362,0.2617099,0.15280484,0.08932875,0.052366596,0.030744758
1981-11-01,8.078071100691176,11.5693245,65.12891,45.67127,0.03715477346801342,2.4571196263039248,0.8763233,2.3982368,16.254183,40.521088,38.422535,15.333498,4.2810297,2.0027592,1.2581038,0.78890175,0.47604892,0.2797219,0.16355394,0.09568325,0.05623049,0.033096824
1981-12-01,7.5865450828333785,11.563979,67.32111,47.12979,0.037433444387056,2.4518760477454324,0.8829094,2.4631324,16.695765,41.630215,39.508118,15.813574,4.4570866,2.1051168,1.3279622,0.8350176,0.5048859,0.2971522,0.17402726,0.10205876,0.060098432,0.035449423
1982-01-01,7.63178046940512,11.562648,68.972855,49.052628,0.03741593106111445,2.477550692607099,0.882563,2.5278325,17.135159,42.729877,40.57635,16.277216,4.6216865,2.200614,1.3941252,0.87941134,0.53266996,0.31394318,0.18411909,0.108134136,0.06378023,0.0376941
1982-02-01,7.455159434653238,11.691056,70.426285,50.92413,0.03741143568762624,2.623457295056617,0.8825159,2.5900505,17.55805,43.789246,41.60808,16.727222,4.782673,2.2945876,1.458635,0.9224346,0.55961615,0.33022657,0.19408096,0.1142899,0.06748031,0.039927535
1982-03-01,8.10273128078696,11.856073,72.76358,52.262974,0.037826621256750834,2.7388007115529933,0.8923982,2.6617696,18.045124,45.004498,42.77481,17.214123,4.941594,2.383157,1.5195495,0.96335393,0.5855028,0.34601104,0.20382471,0.120337136,0.071123786,0.042136993
1982-04-01,8.454546377041277,12.236083,75.48618,53.43913,0.03836005165679826,2.827390804861845,0.90513307,2.7426624,18.593159,46.3715,44.082623,17.753592,5.111769,2.4759285,1.583623,1.0066844,0.612713,0.36246878,0.21383683,0.12644555,0.07488906,0.044463024
1982-05-01,8.592157748373248,12.463753,77.96089,54.983147,0.039589105723253734,2.8369550849360703,0.9342744,2.8225226,19.134071,47.72178,45.376007,18.290754,5.2844725,2.5710068,1.6488832,1.0505105,0.6404214,0.37937897,0.22423364,0.13284765,0.07886101,0.04692933
1982-06-01,8.33472795758951,12.463503,80.092804,56.754597,0.04032524405374989,2.8629594672105974,0.95179415,2.8947518,19.624025,48.94684,46.557163,18.789724,5.451006,2.6646628,1.7133058,1.0943774,0.66816765,0.39629996,0.23463438,0.13928962,0.08289495,0.049453724
1982-07-01,8.576921707403631,12.646273,82.53201,58.291084,0.04032409219234169,2.8896043676265735,0.9518736,2.973258,20.156374,50.2741,47.826923,19.313517,5.616899,2.7561123,1.7758999,1.1360118,0.69471556,0.412606,0.24461474,0.14549735,0.08681192,0.051920865
1982-08-01,8.850159319489402,12.956898,84.76947,60.19372,0.04091514636740913,2.885732159327323,0.96590894,3.0581143,20.732138,51.70877,49.193684,19.86993,5.78687,2.8475976,1.8385816,1.1779697,0.7213391,0.42890695,0.25465745,0.15174,0.09073598,0.0543956
1982-09-01,8.880046727471543,13.150159,87.06368,62.003193,0.04191983973580404,2.9089186012188573,0.9897172,3.139914,21.286058,53.089844,50.510815,20.408972,5.9545026,2.937999,1.899638,1.218454,0.74709696,0.4447317,0.2645471,0.158065,0.09470267,0.056892227
1982-10-01,8.761326659530633,13.403058,89.58247,63.54879,0.042545151463636924,2.9153343903210205,1.0044655,3.22051,21.833452,54.457684,51.82354,20.956848,6.133563,3.0375502,1.9674157,1.2637697,0.77567166,0.46210966,0.27528566,0.16474912,0.098867886,0.05949766
1982-11-01,8.42930653633388,13.404638,92.4854,64.58772,0.04336290724332389,2.8635991224927335,1.0239154,3.2926629,22.32226,55.67954,53.007034,21.465227,6.310771,3.1389415,2.0371375,1.3106732,0.80548465,0.48042277,0.2864166,0.17146584,0.10308245,0.062151458
1982-12-01,7.916408912202747,13.318468,94.60094,65.897026,0.0433683528515351,2.836177666976791,1.0239406,3.3517685,22.724743,56.688396,53.99438,21.902258,6.472822,3.2356133,2.1047015,1.3563241,0.83444417,0.49813768,0.29724133,0.17821772,0.10728916,0.064788274
1983-01-01,7.963611138445859,13.235551,95.9063,67.95849,0.04308951508413349,2.8537778230065203,1.0173712,3.4111912,23.12797,57.697426,54.97321,22.324125,6.6225905,3.32418,2.167608,1.3998504,0.8619582,0.51488197,0.3074814,0.18454902,0.1112096,0.06724133
1983-02-01,7.779310601333639,13.30276,97.04924,69.92764,0.04282129896877239,3.0185483568334965,1.0110234,3.4684715,23.517458,58.671295,55.91964,22.735867,6.7697177,3.4114773,2.2285035,1.4411188,0.88796014,0.53064656,0.31737545,0.19091426,0.11510008,0.069639646
1983-03-01,8.455038943820464,13.403587,99.269745,71.187805,0.043038609383577085,3.138495441345379,1.0161957,3.5356793,23.973583,59.808346,57.008476,23.186039,6.9139676,3.4923556,2.2849896,1.4797615,0.91264546,0.5458362,0.3269431,0.19701135,0.11882375,0.071940765
1983-04-01,8.822150999838852,13.77137,102.03486,72.11222,0.04336433340291858,3.221296290535809,1.0240364,3.6127565,24.495512,61.10873,58.24959,23.694355,7.0712943,3.5781147,2.3451524,1.5211177,0.93875366,0.5616736,0.33670932,0.20310105,0.12266567,0.07437821
1983-05-01,8.965745728999282,13.960807,104.50839,73.47912,0.0445535713337094,3.208130851459016,1.0523183,3.6889515,25.01131,62.39461,59.478973,24.199923,7.23125,3.6663165,2.4063668,1.5627832,0.96535766,0.5780594,0.34697196,0.20957161,0.12679073,0.077019334
1983-06-01,8.697122862097956,13.8914995,106.37054,75.38745,0.045165925176874316,3.221544535385832,1.0669413,3.7576747,25.477556,63.55971,60.599007,24.669563,7.385792,3.7535224,2.4669662,1.6047177,0.99209964,0.59448254,0.35723153,0.21607739,0.13097738,0.07971743
1983-07-01,8.949847223262928,14.046503,108.70657,76.88669,0.04494145210132636,3.2368361443971425,1.0617164,3.8335094,25.991623,64.8394,61.820393,25.168613,7.5403976,3.8384857,2.525407,1.6437491,1.0172033,0.6100324,0.36683616,0.22216827,0.1349485,0.08230377
1983-08-01,9.234965237305884,14.353073,110.83986,78.75574,0.04544266319815271,3.225774843218385,1.0736341,3.9162917,26.552908,66.23703,63.148094,25.703482,7.6995263,3.9233406,2.5838108,1.6831369,1.0422353,0.62538755,0.37641022,0.22823557,0.13887262,0.08486244
1983-09-01,9.266152153132401,14.524523,113.11954,80.44011,0.04643416033562441,3.242319462164197,1.0971543,3.9957185,27.091228,67.578415,64.42078,26.21833,7.854542,4.0055585,2.6390443,1.7197195,1.0655808,0.6397993,0.38560852,0.23435645,0.14280464,0.0874045
1983-10-01,9.142270123349,14.763545,115.73903,81.77764,0.04698908059854983,3.2327863454308994,1.1101868,4.0743866,27.625425,68.91112,65.69776,26.748362,8.025751,4.100766,2.7040424,1.7634084,1.0931319,0.6565676,0.39612466,0.24104202,0.14704995,0.0901218
1983-11-01,8.795813728032392,14.730815,118.81543,82.56638,0.04776189697216654,3.1598195580724973,1.1285886,4.144586,28.100681,70.09862,66.84682,27.240465,8.197017,4.199303,2.7722716,1.809637,1.1225864,0.67469895,0.40722555,0.24780515,0.15137573,0.092907846
1983-12-01,8.260615257795006,14.6033535,120.90959,83.81903,0.047656660886282495,3.119619563478477,1.1258998,4.2014318,28.48765,71.07007,67.79736,27.660748,8.353523,4.293502,2.8387344,1.855012,1.1514591,0.69240355,0.4181274,0.2546943,0.15574034,0.095698856
1984-01-01,8.309869842118548,14.481516,121.944824,86.08183,0.047244389264669714,3.1357716099406168,1.1161339,4.258986,28.878124,72.044685,68.74228,28.067059,8.4971,4.3790517,2.9002132,1.8982105,1.1787689,0.7090112,0.42833367,0.2611012,0.15975448,0.09824981
1984-02-01,8.117555897023788,14.522451,122.85342,88.204636,0.046850464447282206,3.316542219605341,1.1067523,4.314352,29.25411,72.98586,69.65783,28.463972,8.63855,4.463254,2.959247,1.9384276,1.2039628,0.7242164,0.43801463,0.2675107,0.1636989,0.100709185
1984-03-01,8.822664983476733,14.596376,125.04502,89.425766,0.04698289265092324,3.442996384450782,1.109881,4.3800135,29.699715,74.09678,70.71922,28.900337,8.776684,4.5404477,3.0133634,1.9756744,1.2277694,0.738875,0.44732714,0.27354497,0.16739857,0.103021026
1984-04-01,9.205739112781933,14.967318,127.93965,90.14988,0.047221558794829664,3.525125754577561,1.1156734,4.4561396,30.214975,75.37963,71.94155,29.398907,8.928818,4.6228023,3.0713706,2.0157735,1.2530239,0.754153,0.4568045,0.27951956,0.17121941,0.105487734
1984-05-01,9.355577356838921,15.138794,130.51816,91.3615,0.04842078336567539,3.4977709257419773,1.144262,4.531312,30.723892,76.648926,73.153366,29.8942,9.083347,4.7076106,3.1302004,2.0559309,1.2787637,0.77006096,0.46685907,0.2859519,0.17539415,0.10821611
1984-06-01,9.075274737617562,15.027309,132.17592,93.45393,0.048974946330508855,3.50460289243517,1.1575378,4.599113,31.184004,77.79655,74.2558,30.354523,9.233135,4.791797,3.1888275,2.0966816,1.3047861,0.7860705,0.47694004,0.29242438,0.17963907,0.111003675
1984-07-01,9.338987582293615,15.172577,134.46577,94.97133,0.0486141156680698,3.5156717081346898,1.1490619,4.674589,31.69503,79.06916,75.46846,30.84722,9.383429,4.873779,3.2450445,2.1341517,1.3289249,0.801041,0.48618257,0.2983285,0.1835684,0.11362543
1984-08-01,9.636502559500636,15.486983,136.5555,96.85624,0.0490837978148838,3.5017927695848186,1.1602459,4.7574115,32.256714,80.468185,76.79382,31.377766,9.538275,4.955405,3.3011327,2.1719117,1.352816,0.8156257,0.4953024,0.30415443,0.18740837,0.11618634
1984-09-01,9.669045485918069,15.652473,138.88457,98.46206,0.050100586272526754,3.516247841306886,1.1843815,4.8368316,32.793926,81.80628,78.0621,31.886383,9.687866,5.0333085,3.3529239,2.2059102,1.3743771,0.82888895,0.5038537,0.3100336,0.19123231,0.118704006
1984-10-01,9.539777051613472,15.892985,141.6496,99.639114,0.050636365178027914,3.497139182556724,1.1969202,4.9154534,33.328144,83.13814,79.33682,32.413322,9.856676,5.1269436,3.4167767,2.248782,1.4012902,0.8451927,0.5141514,0.3166661,0.1954871,0.12146329
1984-11-01,9.178256693449374,15.843064,144.9263,100.230064,0.05141396116645397,3.4096815919058323,1.2154452,4.9854226,33.80189,84.3227,80.48128,32.90209,10.026843,5.2249017,3.4846797,2.2949512,1.4306169,0.8632232,0.5252186,0.32343033,0.19985339,0.12431452
1984-12-01,8.619787733820893,15.688871,147.02928,101.46823,0.05125339103231354,3.3609810715447193,1.2113646,5.041579,34.18446,85.281364,81.42112,33.31796,10.1821995,5.318897,3.5512793,2.3406663,1.45968,0.88102746,0.5362048,0.330437,0.20432642,0.12720974
1985-01-01,8.671183912983928,15.544494,147.83565,103.95834,0.05075474646504875,3.377791284381145,1.1995215,5.098667,34.571568,86.2487,82.35829,33.720783,10.324705,5.4038396,3.6126575,2.3841903,1.4871153,0.8976309,0.5464283,0.33691463,0.20840381,0.12982401
1985-02-01,8.470508136030604,15.573606,148.53412,106.27592,0.05028807250858885,3.5717459769557016,1.1883698,5.1535954,34.944614,87.18182,83.26544,34.11404,10.4647,5.4873686,3.6712742,2.424174,1.5119739,0.91253185,0.55598426,0.34336254,0.21237162,0.13230982
1985-03-01,9.20627544448592,15.63564,150.74345,107.4766,0.050382349959805596,3.704832383626109,1.1905671,5.2191167,35.38948,88.29029,84.32425,34.548546,10.601017,5.5631537,3.7244573,2.4608903,1.5353531,0.92687446,0.56514597,0.34935772,0.21604913,0.13461538
1985-04-01,9.606005679811082,16.015049,153.81737,108.023056,0.050582510983797714,3.788096221307988,1.1954604,5.2956123,35.90706,89.57844,85.5515,35.04713,10.752023,5.644489,3.7816622,2.500472,1.5601939,0.94183904,0.57443786,0.35526007,0.21984726,0.13709399
1985-05-01,9.762358907491185,16.177036,156.57285,109.07478,0.05180895324210275,3.7508903500529667,1.2247491,5.3711514,36.418316,90.852165,86.76585,35.543198,10.905336,5.7281833,3.839581,2.53999,1.5854945,0.95747465,0.5843881,0.36167634,0.2240534,0.13987927
1985-06-01,9.469868699011595,16.036213,158.06499,111.37139,0.05233232040816641,3.7536554228232055,1.2373248,5.439216,36.880173,92.00654,87.87432,36.00405,11.054434,5.811642,3.89755,2.5803523,1.6112521,0.97330874,0.5943803,0.36813846,0.228335,0.14272757
1985-07-01,9.74504780769174,16.17942,160.34102,112.934746,0.05187665834726604,3.7635637291520814,1.2265841,5.5155416,37.39712,93.293015,89.097786,36.499657,11.204071,5.8928623,3.9530482,2.617158,1.6349224,0.9879809,0.6034131,0.37390468,0.23222212,0.14536011
1985-08-01,10.055498769408802,16.506832,162.42274,114.85975,0.052339633188460535,3.748661216982358,1.2376229,5.599547,37.96648,94.71023,90.44083,37.03466,11.358504,5.973501,4.008283,2.6542706,1.6582075,1.0020616,0.6122231,0.37955406,0.2359775,0.14790122
1985-09-01,10.089456665909422,16.673616,164.83627,116.41276,0.053398439661809655,3.7629982426598314,1.2627671,5.6799355,38.51057,96.06445,91.72307,37.546707,11.507075,6.0497413,4.058452,2.6869102,1.678704,1.0145761,0.6203621,0.38525507,0.23971167,0.15038209
1985-10-01,9.954567625612144,16.921997,167.77524,117.45286,0.05393851096814822,3.737772980745634,1.2753748,5.7595696,39.05109,97.41315,93.01226,38.078556,11.676563,6.1435633,4.1221933,2.7296968,1.7053385,1.0306166,0.6305508,0.39187244,0.24397272,0.15316957
1985-11-01,9.577328321809814,16.862053,171.27142,117.87181,0.054741527950766214,3.6394974968811744,1.2945104,5.830273,39.529747,98.610115,94.169075,38.572716,11.848163,6.242585,4.1907444,2.7763634,1.7348413,1.0487058,0.6416612,0.3986606,0.24837641,0.15607464
1985-12-01,8.994577069306834,16.687943,173.41176,119.10693,0.054548764092217705,3.584502272405926,1.2895976,5.8865857,39.913498,99.57115,95.11138,38.990868,12.005019,6.3376594,4.258306,2.8228827,1.7643398,1.0667146,0.6527955,0.40580106,0.25294864,0.15905635
1986-01-01,9.048207960092697,16.528585,174.00562,121.844604,0.053985782683860395,3.6028458012644955,1.276204,5.9439516,40.302734,100.54373,96.05398,39.395344,12.148493,6.423412,4.32048,2.8672268,1.7921498,1.0834756,0.66313237,0.41237572,0.25708702,0.16171959
1986-02-01,8.838806777895647,16.55287,174.4934,124.39348,0.05347078091947568,3.808646460468508,1.2638688,5.9991465,40.677216,101.48093,96.965546,39.790997,12.289662,6.507654,4.3795958,2.9075806,1.817079,1.0982918,0.67266846,0.41889757,0.26109233,0.1642262
1986-03-01,9.60656533127759,16.609835,176.74187,125.58971,0.05354951845218585,3.948306025804547,1.265677,6.0652895,41.12651,102.5996,98.03358,40.22852,12.426596,6.583615,4.4328413,2.9443676,1.8403718,1.1125275,0.6818031,0.42492115,0.26476642,0.16653547
1986-04-01,10.023675881976802,17.000555,180.02798,125.96599,0.05373322471255275,4.033523622896248,1.2701935,6.142891,41.651638,103.90649,99.27911,40.734005,12.578925,6.66542,4.49025,2.9840357,1.8651366,1.1273763,0.69104224,0.4308185,0.26856282,0.16902635
1986-05-01,10.186827365497178,17.157457,183.01353,126.843666,0.05499611322362579,3.988769029867158,1.3003888,6.2195272,42.17027,105.19988,100.51108,41.2363,12.733404,6.7493677,4.548107,3.0234418,1.8903159,1.1429428,0.7009736,0.43726423,0.27281946,0.17186545
1986-06-01,9.881619650014239,16.9938,184.3646,129.35338,0.05550295385816252,3.988438748011221,1.3125991,6.288593,42.63917,106.36947,101.63376,41.70353,12.883929,6.833485,4.6063967,3.0640194,1.9161689,1.1588039,0.7110188,0.44377378,0.27715325,0.17476739
1986-07-01,10.168763577140808,17.138502,186.63786,130.98706,0.05497347133130218,3.998451374745685,1.3000959,6.3663564,43.16585,107.68091,102.88031,42.207027,13.035487,6.9154425,4.662243,3.1009135,1.9397979,1.1734089,0.7199696,0.44948453,0.2810243,0.17741154
1986-08-01,10.492712981422338,17.48149,188.72762,132.97208,0.0554412451196444,3.9832862770551087,1.3112613,6.452219,43.74749,109.12819,104.251114,42.752422,13.191737,6.996493,4.7176166,3.138069,1.9629169,1.1873091,0.7286378,0.45502996,0.28473523,0.17993961
1986-09-01,10.528147371063739,17.653116,191.24635,134.48743,0.05655039980991682,3.9984063705449127,1.3376101,6.534217,44.302742,110.50857,105.55819,43.27263,13.341439,7.0728545,4.767391,3.1702433,1.9828618,1.1993756,0.7365408,0.46065232,0.28840905,0.18239468
1986-10-01,10.387393340196102,17.912275,194.3803,135.40157,0.057106211850110125,3.9689166410848986,1.3505645,6.6154146,44.85392,111.88444,106.873146,43.814865,13.513808,7.167982,4.831999,3.2134576,2.0095136,1.2153263,0.74673545,0.46730977,0.29270887,0.18521251
1986-11-01,9.993751629239767,17.845577,198.11487,135.65768,0.057944072770760136,3.861838972889148,1.3705333,6.687413,45.34114,113.10196,108.05033,44.317577,13.688645,7.2688565,4.901887,3.2610157,2.0394228,1.2335961,0.7579657,0.47419304,0.2971786,0.18816502
1986-12-01,9.385662287050167,17.655111,200.32732,136.87918,0.057729652834364494,3.801689584035786,1.3650488,6.7443876,45.72876,114.07539,109.00428,44.74117,13.848339,7.366036,4.9709444,3.3086252,2.0695443,1.2519203,0.7693277,0.48149297,0.3018638,0.19122621
1987-01-01,9.441625054970341,17.484465,200.71718,139.87878,0.057113838251219545,3.8219008808536348,1.3503803,6.8025274,46.12348,115.06107,109.96028,45.15235,13.994153,7.453474,5.0344176,3.3541052,2.0979416,1.2689637,0.77983475,0.48820323,0.3060838,0.19394732
1987-02-01,9.223119085932929,17.507492,200.9851,142.69043,0.056562425535877564,4.039001027564832,1.337151,6.858331,46.503014,116.00977,110.88357,45.55386,14.137793,7.5393496,5.094717,3.3952754,2.1231863,1.2838755,0.7894674,0.49483845,0.3101454,0.19648053
1987-03-01,10.024259867151725,17.56265,203.27965,143.89871,0.05663715366583462,4.185206081047779,1.3388482,6.9255986,46.959095,117.14685,111.96976,45.99841,14.276933,7.616417,5.1486483,3.4325309,2.1466415,1.2981347,0.79865193,0.50093365,0.31385034,0.1988066
1987-04-01,10.459506431282838,17.966455,206.80069,144.10796,0.056814985666269247,4.272755736964266,1.3432391,7.004796,47.49542,118.482,113.24046,46.514145,14.431946,7.6994586,5.2067676,3.4726617,2.1715994,1.3130128,0.80794317,0.50688446,0.3176819,0.20132712
1987-05-01,10.629751759568345,18.12077,210.05446,144.79823,0.058120074839032185,4.221643166350255,1.374469,7.083033,48.02479,119.80022,114.497406,47.02575,14.588985,7.7846622,5.265244,3.5123765,2.196899,1.3286618,0.8179673,0.5134148,0.3220035,0.20421867
1987-06-01,10.31127357845408,17.937601,211.2797,147.52756,0.058618474987508364,4.218578515421574,1.3865016,7.1534905,48.503082,120.99403,115.642494,47.502686,14.742636,7.870342,5.3244786,3.5535874,2.2231145,1.3447096,0.8281426,0.52002716,0.32641178,0.20718029
1987-07-01,10.610902555672347,18.08551,213.54388,149.26123,0.05802591410089448,4.229207155358473,1.372495,7.233102,49.042202,122.33574,116.92036,48.01816,14.897327,7.953877,5.381321,3.5910487,2.2470386,1.3594476,0.83714736,0.52574915,0.33030874,0.20984894
1987-08-01,10.948937316311946,18.44538,215.64154,151.33035,0.05850401950027778,4.2140615099673076,1.3839166,7.3211775,49.63918,123.821495,118.32479,48.57679,15.056666,8.036332,5.4375525,3.6286893,2.2702694,1.3733224,0.8458052,0.53129107,0.3340094,0.21238217
1987-09-01,10.985912397181147,18.623558,218.27806,152.81976,0.059667743600188,4.2303583034733,1.411569,7.4052434,50.208385,125.236435,119.66441,49.109364,15.20927,8.1136675,5.4877715,3.660964,2.2900379,1.3851726,0.8536037,0.5369061,0.337679,0.2148339
1987-10-01,10.839038365296672,18.894855,221.62497,153.61241,0.06024480571082225,4.197603141669909,1.4250059,7.48842,50.773327,126.64454,121.01294,49.6638,15.38545,8.2109165,5.553696,3.7049952,2.3170311,1.4011849,0.8638894,0.543666,0.34203804,0.2176913
1987-11-01,10.428281068687346,18.822926,225.61736,153.70616,0.06112190405556832,4.082789249782047,1.4459124,7.5620785,51.271217,127.88958,122.21561,50.178448,15.564585,8.314309,5.6253014,3.7537265,2.3475246,1.4197252,0.87532765,0.5506818,0.34658927,0.22070119
1987-12-01,9.79375193383544,18.618002,227.93996,154.89325,0.060890729601889,4.018054984996087,1.4399803,7.620039,51.665627,128.87952,123.186325,50.61042,15.72807,8.413957,5.6962323,3.8027208,2.3783574,1.4384544,0.88696516,0.5581931,0.35140386,0.22385366
1988-01-01,9.852147969168737,18.437614,228.13544,158.1615,0.06022823105003153,4.040137244194912,1.4241858,7.679258,52.067917,129.8854,124.1608,51.029926,15.877447,8.503596,5.761473,3.8495452,2.4074981,1.4558752,0.89771146,0.5650835,0.35572705,0.2266352
1988-02-01,9.624141336140038,18.461195,228.1745,161.2611,0.0596453843124833,4.26832954589022,1.4101858,7.736102,52.453743,130.85022,125.10116,51.438957,16.024485,8.591717,5.8233852,3.8918493,2.4332545,1.470992,0.9075175,0.5718868,0.35987034,0.22920826
